Eval num episodes,Eval avg final dist,Eval success ratio,Eval final door distance Mean,Eval final door distance Std,Eval final door distance Max,Eval final door distance Min,Eval min door distance Mean,Eval min door distance Std,Eval min door distance Max,Eval min door distance Min,policy loss,timesteps,epoch time (s),total time (s)
50,0.0929973379524671,0.48,0.0929973379524671,0.12101855497758894,0.5695524154043851,0.0005898172517921907,0.013905705076212355,0.014414718497946077,0.06094661873267937,1.5731275390895583e-05,2.81789386720073,790000,103.44602966308594,8192.407227039337
50,0.1200269208133604,0.38,0.1200269208133604,0.1266324405874614,0.5215399796172964,0.0009720730431894697,0.015431023482564714,0.015460350328829999,0.06188745667107842,9.438067910927384e-05,2.8565093862456896,800000,103.0964937210083,8295.50372505188
50,0.1419473039973026,0.24,0.1419473039973026,0.10066221803130654,0.3637590262045488,0.0022082520925181814,0.06791484083022863,0.09510474042284571,0.3637589555700681,0.00015243101118511682,2.827593340183842,810000,103.92908596992493,8399.432814598083
50,0.19362455706066023,0.18,0.19362455706066023,0.12514340293072843,0.43556518238924297,0.0002545954152580743,0.1490523750866197,0.14627588873066952,0.43556515222026976,6.066019657424704e-05,2.845886806470125,820000,103.41978526115417,8502.852603435516
50,0.09815461643281084,0.5,0.09815461643281084,0.1592582138717786,0.5992898192557359,0.0013627344666244934,0.014355820610555585,0.015603086838049077,0.07900259716986857,3.05859381752871e-05,2.8564228256222752,830000,104.09418225288391,8606.94678902626
50,0.2223583666225133,0.16,0.2223583666225133,0.1537631972128534,0.5567862127303485,0.0008327499022446616,0.15882136300240507,0.15826679054461473,0.5567862127303485,4.039872448091675e-05,2.8219753499359186,840000,103.54240274429321,8710.48919558525
50,0.25471176964825837,0.12,0.25471176964825837,0.15804669253424533,0.45664069404937674,0.0007984274699140981,0.2014013141792782,0.17638733238994192,0.4566406655004468,1.3504582100754003e-05,2.8461762500254753,850000,103.81571984291077,8814.30491900444
50,0.22700677475417097,0.18,0.22700677475417097,0.16115140070203945,0.6106078836150032,0.0014579107553012172,0.08112685214467014,0.10072034690093833,0.36136298203406986,0.0005941982444196414,2.8385152132814024,860000,102.511873960495,8916.816796064377
50,0.08444325868528532,0.58,0.08444325868528532,0.09811462872950782,0.3786756580344767,0.00014113803336490705,0.05339554114277027,0.09601717937078509,0.3786756397600756,0.00010006291338410245,2.8595013262195748,870000,104.58766770362854,9021.404467344284
50,0.09356008126498087,0.38,0.09356008126498087,0.08123805584622722,0.3184205302524188,9.02662107283847e-05,0.03434148545574601,0.05512271947479866,0.24732988344906331,6.969892333652528e-05,2.8408899848551306,880000,103.4138913154602,9124.818362474442
50,0.1888449677176536,0.3,0.1888449677176536,0.1669219204378232,0.5895878897004565,0.006231367750452688,0.11266404500434443,0.13221359062378465,0.4511390164056904,0.0004601371117523845,2.8345230268503085,890000,97.83740544319153,9222.65577173233
50,0.12625396345385562,0.36,0.12625396345385562,0.12216736322381154,0.45701244489480053,0.00016176067534312555,0.0685884479904895,0.12761180049866838,0.4570124154429173,9.641172898644523e-07,2.8322390693685575,900000,88.1815185546875,9310.837293624878
50,0.11691515034405033,0.58,0.11691515034405033,0.16693394884656576,0.5531029027110217,0.00315648253935108,0.012565106768323467,0.014971311477559078,0.06886257276858565,6.350229869978019e-05,2.830317974134934,910000,87.48875975608826,9398.326057195663
50,0.22852081787910147,0.16,0.22852081787910147,0.13601311151614132,0.46043966194217945,0.007282244458171966,0.13610910098150455,0.1468274597722857,0.460439652263223,0.00018388301226204828,2.8606091692142526,920000,91.4840259552002,9489.810086727142
50,0.2006737804700601,0.2,0.2006737804700601,0.14727250308555778,0.45230479014784675,0.00011093471971385105,0.14120922121068064,0.14816621623723883,0.4523047334844835,1.968358608972487e-05,2.8378910085150264,930000,90.37037444114685,9580.180464982986
50,0.11476862103556998,0.56,0.11476862103556998,0.1446672868178457,0.5052238667841824,0.0005721782613989923,0.012430442262153531,0.0129831258126762,0.0661779467562103,3.914771482327328e-05,2.83710321956141,940000,90.27088975906372,9670.451358318329
50,0.0992922279989283,0.58,0.0992922279989283,0.14979890278617322,0.5221130310721852,0.00025865429822202746,0.011156237677276559,0.021316894288267434,0.10349592326850215,7.208790204704663e-05,2.8406976980670797,950000,89.52879810333252,9759.980160474777
50,0.10978371192261475,0.5,0.10978371192261475,0.13487912377838307,0.5009744105584177,0.002221270637826789,0.008800306490070077,0.007603822182068672,0.02709256054559711,4.136459780018642e-05,2.838419241561119,960000,88.95068597793579,9848.930850505829
50,0.17274317421531882,0.22,0.17274317421531882,0.12292875967188774,0.42212030895110664,4.341294452625544e-05,0.1364051876608823,0.13644672985994769,0.42212030895110664,2.602198285761581e-05,2.8275635854041012,970000,90.30864262580872,9939.239497184753
50,0.06598086090768919,0.56,0.06598086090768919,0.07769055371112256,0.3497874281082554,5.234861555442061e-05,0.012243649439028422,0.0136979485161886,0.05638446216585358,1.3463296708260408e-05,2.833478608584794,980000,88.65878129005432,10027.898282289505
50,0.07709535621962128,0.56,0.07709535621962128,0.0962732852839295,0.5333942403202012,0.002176826892984818,0.01333482976963094,0.011567015305505567,0.05603805807577489,0.0001977245409453595,2.8110643881993713,990000,89.70691871643066,10117.605204820633
50,0.11199922152646147,0.48,0.11199922152646147,0.12908598074691416,0.4947699817618224,0.00028067314232294027,0.015883176057977778,0.032767239677435146,0.18132857535552177,0.0002000592662185774,2.8354057070618035,1000000,89.38041591644287,10206.985624551773
